dataset,pub,error,url
simone_sympany-org,simone_sympany,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/simone_sympany-org.xml"
sinda-org,sinda,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/sinda-org.xml"
si-org,si,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/si-org.xml"
solidarites-international-yemen,solidarites-international,curl: download ERROR 404,"http://example.com/iati-activities.xml"
solidarites-international-yemen,solidarites-international,dflat: input XML file does not exist,"http://example.com/iati-activities.xml"
solidarites-international-yemen,solidarites-international,restored 0 files,"http://example.com/iati-activities.xml"
soscvkenya-001,soscvkenya,Converting IATI activities version 1.03 to version 2.03,"https://raw.githubusercontent.com/IATI/CSV2IATI-public-backup/master/1442398280.44.xml"
sossaheluk-activities,sossaheluk,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/sossaheluk-activities.xml"
spark-20170501,spark,Converting IATI activities version 1.05 to version 2.03,"https://downloads.spark.ngo/spark-20170523.xml"
starsfoundation-activities,starsfoundation,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/starsfoundation-activities.xml"
starsfoundation-org,starsfoundation,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/starsfoundation-org.xml"
street_child-org,street_child,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/street_child-org.xml"
tamtf-org,tamtf,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/tamtf-org.xml"
targettb-org,targettb,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/targettb-org.xml"
tccec-activities,tccec,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/tccec-activities.xml"
tfacmalawi-org,tfacmalawi,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/tfacmalawi-org.xml"
theict-org,theict,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/theict-org.xml"
tlmew-org,tlmew,Converting IATI organisations version 1.02 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/tlmew-org.xml"
tripleline_crownagents-cscf,tripleline_crownagents,Converting IATI activities version 1.03 to version 2.03,"https://raw.githubusercontent.com/IATI/CSV2IATI-public-backup/master/1415116006.7.xml"
tripleline_crownagents-gpaf,tripleline_crownagents,curl: download ERROR 404,"http://www.tripleline.com/wp-content/uploads/GPAF%20Disburse.%202013%20Onwards%2012.03.2015.xml"
tripleline_crownagents-gpaf,tripleline_crownagents,dflat: input XML file does not exist,"http://www.tripleline.com/wp-content/uploads/GPAF%20Disburse.%202013%20Onwards%2012.03.2015.xml"
tripleline_crownagents-gpaf,tripleline_crownagents,restored 0 files,"http://www.tripleline.com/wp-content/uploads/GPAF%20Disburse.%202013%20Onwards%2012.03.2015.xml"
tripleline_crownagents-incoming,tripleline_crownagents,Converting IATI activities version 1.03 to version 2.03,"https://raw.githubusercontent.com/IATI/CSV2IATI-public-backup/master/1415116692.4.xml"
uasd-77,uasd,curl: download ERROR 000,"http://www.roaid.ro/uploads/documents/66/iati-export%20Romania%202015_final.xml"
uasd-77,uasd,dflat: input XML file does not exist,"http://www.roaid.ro/uploads/documents/66/iati-export%20Romania%202015_final.xml"
uasd-77,uasd,restored 0 files,"http://www.roaid.ro/uploads/documents/66/iati-export%20Romania%202015_final.xml"
uasd-dataset,uasd,curl: download ERROR 000,"http://roaid.ro/uploads/Romania_Activity_File_2015_1.xml"
uasd-dataset,uasd,dflat: input XML file does not exist,"http://roaid.ro/uploads/Romania_Activity_File_2015_1.xml"
uasd-dataset,uasd,restored 0 files,"http://roaid.ro/uploads/Romania_Activity_File_2015_1.xml"
uasd-org,uasd,curl: download ERROR 000,"http://www.roaid.ro/uploads/documents/145/iati-export%202014-2016.xml"
uasd-org,uasd,dflat: input XML file does not exist,"http://www.roaid.ro/uploads/documents/145/iati-export%202014-2016.xml"
uasd-org,uasd,restored 0 files,"http://www.roaid.ro/uploads/documents/145/iati-export%202014-2016.xml"
ukmod-activity2013,ukmod,Converting IATI activities version 1.03 to version 2.03,"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412808/iati-final_mod_xml_data3.xml"
undp-afg,undp,dflat: invalid XML format,"http://open.undp.org/download/iati_xml/Afghanistan_projects.xml"
undp-afg,undp,restored 275 files,"http://open.undp.org/download/iati_xml/Afghanistan_projects.xml"
unfpa-af,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_AF.xml"
unfpa-af,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_AF.xml"
unfpa-af,unfpa,restored 26 files,"http://open.unfpa.org/IATI/release/UNFPA_AF.xml"
unfpa-al,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_AL.xml"
unfpa-al,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_AL.xml"
unfpa-al,unfpa,restored 29 files,"http://open.unfpa.org/IATI/release/UNFPA_AL.xml"
unfpa-am,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_AM.xml"
unfpa-am,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_AM.xml"
unfpa-am,unfpa,restored 21 files,"http://open.unfpa.org/IATI/release/UNFPA_AM.xml"
unfpa-ao,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_AO.xml"
unfpa-ao,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_AO.xml"
unfpa-ao,unfpa,restored 19 files,"http://open.unfpa.org/IATI/release/UNFPA_AO.xml"
unfpa-ar,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_AR.xml"
unfpa-ar,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_AR.xml"
unfpa-ar,unfpa,restored 14 files,"http://open.unfpa.org/IATI/release/UNFPA_AR.xml"
unfpa-az,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_AZ.xml"
unfpa-az,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_AZ.xml"
unfpa-az,unfpa,restored 9 files,"http://open.unfpa.org/IATI/release/UNFPA_AZ.xml"
unfpa-ba,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_BA.xml"
unfpa-ba,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_BA.xml"
unfpa-ba,unfpa,restored 21 files,"http://open.unfpa.org/IATI/release/UNFPA_BA.xml"
unfpa-bd,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_BD.xml"
unfpa-bd,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_BD.xml"
unfpa-bd,unfpa,restored 34 files,"http://open.unfpa.org/IATI/release/UNFPA_BD.xml"
unfpa-bf,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_BF.xml"
unfpa-bf,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_BF.xml"
unfpa-bf,unfpa,restored 41 files,"http://open.unfpa.org/IATI/release/UNFPA_BF.xml"
unfpa-bi,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_BI.xml"
unfpa-bi,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_BI.xml"
unfpa-bi,unfpa,restored 23 files,"http://open.unfpa.org/IATI/release/UNFPA_BI.xml"
unfpa-bj,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_BJ.xml"
unfpa-bj,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_BJ.xml"
unfpa-bj,unfpa,restored 45 files,"http://open.unfpa.org/IATI/release/UNFPA_BJ.xml"
unfpa-bo,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_BO.xml"
unfpa-bo,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_BO.xml"
unfpa-bo,unfpa,restored 52 files,"http://open.unfpa.org/IATI/release/UNFPA_BO.xml"
unfpa-br,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_BR.xml"
unfpa-br,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_BR.xml"
unfpa-br,unfpa,restored 28 files,"http://open.unfpa.org/IATI/release/UNFPA_BR.xml"
unfpa-bt,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_BT.xml"
unfpa-bt,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_BT.xml"
unfpa-bt,unfpa,restored 10 files,"http://open.unfpa.org/IATI/release/UNFPA_BT.xml"
unfpa-bw,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_BW.xml"
unfpa-bw,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_BW.xml"
unfpa-bw,unfpa,restored 15 files,"http://open.unfpa.org/IATI/release/UNFPA_BW.xml"
unfpa-by,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_BY.xml"
unfpa-by,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_BY.xml"
unfpa-by,unfpa,restored 14 files,"http://open.unfpa.org/IATI/release/UNFPA_BY.xml"
unfpa-cd,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_CD.xml"
unfpa-cd,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_CD.xml"
unfpa-cd,unfpa,restored 49 files,"http://open.unfpa.org/IATI/release/UNFPA_CD.xml"
unfpa-cf,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_CF.xml"
unfpa-cf,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_CF.xml"
unfpa-cf,unfpa,restored 43 files,"http://open.unfpa.org/IATI/release/UNFPA_CF.xml"
unfpa-cg,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_CG.xml"
unfpa-cg,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_CG.xml"
unfpa-cg,unfpa,restored 34 files,"http://open.unfpa.org/IATI/release/UNFPA_CG.xml"
unfpa-ci,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_CI.xml"
unfpa-ci,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_CI.xml"
unfpa-ci,unfpa,restored 34 files,"http://open.unfpa.org/IATI/release/UNFPA_CI.xml"
unfpa-cl,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_CL.xml"
unfpa-cl,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_CL.xml"
unfpa-cl,unfpa,restored 3 files,"http://open.unfpa.org/IATI/release/UNFPA_CL.xml"
unfpa-cm,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_CM.xml"
unfpa-cm,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_CM.xml"
unfpa-cm,unfpa,restored 40 files,"http://open.unfpa.org/IATI/release/UNFPA_CM.xml"
unfpa-cn,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_CN.xml"
unfpa-cn,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_CN.xml"
unfpa-cn,unfpa,restored 21 files,"http://open.unfpa.org/IATI/release/UNFPA_CN.xml"
unfpa-core,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_CORE_PROGRAMME.xml"
unfpa-core,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_CORE_PROGRAMME.xml"
unfpa-core,unfpa,restored 0 files,"http://open.unfpa.org/IATI/release/UNFPA_CORE_PROGRAMME.xml"
unfpa-co,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_CO.xml"
unfpa-co,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_CO.xml"
unfpa-co,unfpa,restored 20 files,"http://open.unfpa.org/IATI/release/UNFPA_CO.xml"
unfpa-cr,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_CR.xml"
unfpa-cr,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_CR.xml"
unfpa-cr,unfpa,restored 11 files,"http://open.unfpa.org/IATI/release/UNFPA_CR.xml"
unfpa-cu,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_CU.xml"
unfpa-cu,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_CU.xml"
unfpa-cu,unfpa,restored 25 files,"http://open.unfpa.org/IATI/release/UNFPA_CU.xml"
unfpa-cv,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_CV.xml"
unfpa-cv,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_CV.xml"
unfpa-cv,unfpa,restored 1 files,"http://open.unfpa.org/IATI/release/UNFPA_CV.xml"
unfpa-dj,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_DJ.xml"
unfpa-dj,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_DJ.xml"
unfpa-dj,unfpa,restored 22 files,"http://open.unfpa.org/IATI/release/UNFPA_DJ.xml"
unfpa-do,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_DO.xml"
unfpa-do,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_DO.xml"
unfpa-do,unfpa,restored 18 files,"http://open.unfpa.org/IATI/release/UNFPA_DO.xml"
unfpa-dz,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_DZ.xml"
unfpa-dz,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_DZ.xml"
unfpa-dz,unfpa,restored 12 files,"http://open.unfpa.org/IATI/release/UNFPA_DZ.xml"
unfpa-ec,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_EC.xml"
unfpa-ec,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_EC.xml"
unfpa-ec,unfpa,restored 13 files,"http://open.unfpa.org/IATI/release/UNFPA_EC.xml"
unfpa-eg,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_EG.xml"
unfpa-eg,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_EG.xml"
unfpa-eg,unfpa,restored 42 files,"http://open.unfpa.org/IATI/release/UNFPA_EG.xml"
unfpa-er,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_ER.xml"
unfpa-er,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_ER.xml"
unfpa-er,unfpa,restored 11 files,"http://open.unfpa.org/IATI/release/UNFPA_ER.xml"
unfpa-et,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_ET.xml"
unfpa-et,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_ET.xml"
unfpa-et,unfpa,restored 62 files,"http://open.unfpa.org/IATI/release/UNFPA_ET.xml"
unfpa-ga,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_GA.xml"
unfpa-ga,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_GA.xml"
unfpa-ga,unfpa,restored 17 files,"http://open.unfpa.org/IATI/release/UNFPA_GA.xml"
unfpa-ge,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_GE.xml"
unfpa-ge,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_GE.xml"
unfpa-ge,unfpa,restored 23 files,"http://open.unfpa.org/IATI/release/UNFPA_GE.xml"
unfpa-gh,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_GH.xml"
unfpa-gh,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_GH.xml"
unfpa-gh,unfpa,restored 46 files,"http://open.unfpa.org/IATI/release/UNFPA_GH.xml"
unfpa-glbl,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_GLOBAL.xml"
unfpa-glbl,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_GLOBAL.xml"
unfpa-glbl,unfpa,restored 56 files,"http://open.unfpa.org/IATI/release/UNFPA_GLOBAL.xml"
unfpa-gm,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_GM.xml"
unfpa-gm,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_GM.xml"
unfpa-gm,unfpa,restored 39 files,"http://open.unfpa.org/IATI/release/UNFPA_GM.xml"
unfpa-gn,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_GN.xml"
unfpa-gn,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_GN.xml"
unfpa-gn,unfpa,restored 34 files,"http://open.unfpa.org/IATI/release/UNFPA_GN.xml"
unfpa-gq,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_GQ.xml"
unfpa-gq,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_GQ.xml"
unfpa-gq,unfpa,restored 9 files,"http://open.unfpa.org/IATI/release/UNFPA_GQ.xml"
unfpa-gt,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_GT.xml"
unfpa-gt,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_GT.xml"
unfpa-gt,unfpa,restored 22 files,"http://open.unfpa.org/IATI/release/UNFPA_GT.xml"
unfpa-gw,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_GW.xml"
unfpa-gw,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_GW.xml"
unfpa-gw,unfpa,restored 39 files,"http://open.unfpa.org/IATI/release/UNFPA_GW.xml"
unfpa-hn,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_HN.xml"
unfpa-hn,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_HN.xml"
unfpa-hn,unfpa,restored 28 files,"http://open.unfpa.org/IATI/release/UNFPA_HN.xml"
unfpa-ht,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_HT.xml"
unfpa-ht,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_HT.xml"
unfpa-ht,unfpa,restored 36 files,"http://open.unfpa.org/IATI/release/UNFPA_HT.xml"
unfpa-id,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_ID.xml"
unfpa-id,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_ID.xml"
unfpa-id,unfpa,restored 49 files,"http://open.unfpa.org/IATI/release/UNFPA_ID.xml"
unfpa-in,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_IN.xml"
unfpa-in,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_IN.xml"
unfpa-in,unfpa,restored 34 files,"http://open.unfpa.org/IATI/release/UNFPA_IN.xml"
unfpa-iq,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_IQ.xml"
unfpa-iq,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_IQ.xml"
unfpa-iq,unfpa,restored 32 files,"http://open.unfpa.org/IATI/release/UNFPA_IQ.xml"
unfpa-ir,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_IR.xml"
unfpa-ir,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_IR.xml"
unfpa-ir,unfpa,restored 17 files,"http://open.unfpa.org/IATI/release/UNFPA_IR.xml"
unfpa-jo,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_JO.xml"
unfpa-jo,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_JO.xml"
unfpa-jo,unfpa,restored 29 files,"http://open.unfpa.org/IATI/release/UNFPA_JO.xml"
unfpa-ke,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_KE.xml"
unfpa-ke,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_KE.xml"
unfpa-ke,unfpa,restored 55 files,"http://open.unfpa.org/IATI/release/UNFPA_KE.xml"
unfpa-kg,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_KG.xml"
unfpa-kg,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_KG.xml"
unfpa-kg,unfpa,restored 27 files,"http://open.unfpa.org/IATI/release/UNFPA_KG.xml"
unfpa-kh,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_KH.xml"
unfpa-kh,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_KH.xml"
unfpa-kh,unfpa,restored 27 files,"http://open.unfpa.org/IATI/release/UNFPA_KH.xml"
unfpa-km,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_KM.xml"
unfpa-km,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_KM.xml"
unfpa-km,unfpa,restored 12 files,"http://open.unfpa.org/IATI/release/UNFPA_KM.xml"
unfpa-kp,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_KP.xml"
unfpa-kp,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_KP.xml"
unfpa-kp,unfpa,restored 7 files,"http://open.unfpa.org/IATI/release/UNFPA_KP.xml"
unfpa-kz,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_KZ.xml"
unfpa-kz,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_KZ.xml"
unfpa-kz,unfpa,restored 34 files,"http://open.unfpa.org/IATI/release/UNFPA_KZ.xml"
unfpa-la,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_LA.xml"
unfpa-la,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_LA.xml"
unfpa-la,unfpa,restored 29 files,"http://open.unfpa.org/IATI/release/UNFPA_LA.xml"
unfpa-lb,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_LB.xml"
unfpa-lb,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_LB.xml"
unfpa-lb,unfpa,restored 37 files,"http://open.unfpa.org/IATI/release/UNFPA_LB.xml"
unfpa-lk,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_LK.xml"
unfpa-lk,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_LK.xml"
unfpa-lk,unfpa,restored 34 files,"http://open.unfpa.org/IATI/release/UNFPA_LK.xml"
unfpa-lr,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_LR.xml"
unfpa-lr,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_LR.xml"
unfpa-lr,unfpa,restored 30 files,"http://open.unfpa.org/IATI/release/UNFPA_LR.xml"
unfpa-ls,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_LS.xml"
unfpa-ls,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_LS.xml"
unfpa-ls,unfpa,restored 34 files,"http://open.unfpa.org/IATI/release/UNFPA_LS.xml"
unfpa-ly,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_LY.xml"
unfpa-ly,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_LY.xml"
unfpa-ly,unfpa,restored 18 files,"http://open.unfpa.org/IATI/release/UNFPA_LY.xml"
unfpa-ma,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_MA.xml"
unfpa-ma,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_MA.xml"
unfpa-ma,unfpa,restored 32 files,"http://open.unfpa.org/IATI/release/UNFPA_MA.xml"
unfpa-md,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_MD.xml"
unfpa-md,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_MD.xml"
unfpa-md,unfpa,restored 24 files,"http://open.unfpa.org/IATI/release/UNFPA_MD.xml"
unfpa-mg,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_MG.xml"
unfpa-mg,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_MG.xml"
unfpa-mg,unfpa,restored 47 files,"http://open.unfpa.org/IATI/release/UNFPA_MG.xml"
unfpa-mk,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_MK.xml"
unfpa-mk,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_MK.xml"
unfpa-mk,unfpa,restored 15 files,"http://open.unfpa.org/IATI/release/UNFPA_MK.xml"
unfpa-ml,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_ML.xml"
unfpa-ml,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_ML.xml"
unfpa-ml,unfpa,restored 43 files,"http://open.unfpa.org/IATI/release/UNFPA_ML.xml"
unfpa-mm,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_MM.xml"
unfpa-mm,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_MM.xml"
unfpa-mm,unfpa,restored 39 files,"http://open.unfpa.org/IATI/release/UNFPA_MM.xml"
unfpa-mn,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_MN.xml"
unfpa-mn,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_MN.xml"
unfpa-mn,unfpa,restored 38 files,"http://open.unfpa.org/IATI/release/UNFPA_MN.xml"
unfpa-mr,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_MR.xml"
unfpa-mr,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_MR.xml"
unfpa-mr,unfpa,restored 32 files,"http://open.unfpa.org/IATI/release/UNFPA_MR.xml"
