dataset,pub,type,num,url
aecid-eh,aecid,activities,34,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_POBLACION_SAHARAUI_EH.xml"
aecid-et,aecid,activities,64,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_ETIOPIA_ET.xml"
aecid-ga,aecid,activities,12,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_GABON_GA.xml"
aecid-gh,aecid,activities,10,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_GHANA_GH.xml"
aecid-gm,aecid,activities,1,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_GAMBIA_GM.xml"
aecid-gn,aecid,activities,8,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_GUINEA_GN.xml"
aecid-gq,aecid,activities,51,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_GUINEA_ECUATORIAL_GQ.xml"
aecid-gt,aecid,activities,125,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_GUATEMALA_GT.xml"
aecid-gw,aecid,activities,12,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_GUINEA-BISSAU_GW.xml"
aecid-gy,aecid,activities,1,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_GUYANA_GY.xml"
aecid-hn,aecid,activities,98,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_HONDURAS_HN.xml"
aecid-ht,aecid,activities,53,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_HAITI_HT.xml"
aecid-id,aecid,activities,12,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_INDONESIA_ID.xml"
aecid-in,aecid,activities,16,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_INDIA_IN.xml"
aecid-iq,aecid,activities,14,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_IRAQ_IQ.xml"
aecid-ir,aecid,activities,8,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_IRAN_IR.xml"
aecid-jm,aecid,activities,8,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_JAMAICA_JM.xml"
aecid-jo,aecid,activities,70,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_JORDANIA_JO.xml"
aecid-ke,aecid,activities,11,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_KENIA_KE.xml"
aecid-kz,aecid,activities,8,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_KAZAJISTAN_KZ.xml"
aecid-lb,aecid,activities,20,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_LIBANO_LB.xml"
aecid-ly,aecid,activities,2,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_LIBIA_LY.xml"
aecid-ma,aecid,activities,84,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_MARRUECOS_MA.xml"
aecid-md,aecid,activities,4,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_MOLDAVIA_MD.xml"
aecid-mk,aecid,activities,10,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_MACEDONIA_MK.xml"
aecid-ml,aecid,activities,66,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_MALI_ML.xml"
aecid-mr,aecid,activities,65,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_MAURITANIA_MR.xml"
aecid-mx,aecid,activities,55,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_MEXICO_MX.xml"
aecid-my,aecid,activities,8,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_MALASIA_MY.xml"
aecid-mz,aecid,activities,77,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_MOZAMBIQUE_MZ.xml"
aecid-ne,aecid,activities,61,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_NIGER_NE.xml"
aecid-ng,aecid,activities,19,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_NIGERIA_NG.xml"
aecid-ni,aecid,activities,79,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_NICARAGUA_NI.xml"
aecid-org,aecid,organisations,1,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/aecid-organisation.xml"
aecid-pa,aecid,activities,52,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_PANAMA_PA.xml"
aecid-pe,aecid,activities,115,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_PERU_PE.xml"
aecid-ph,aecid,activities,47,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_FILIPINAS_PH.xml"
aecid-pk,aecid,activities,9,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_PAKISTAN_PK.xml"
aecid-ps,aecid,activities,98,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_PALESTINA_PS.xml"
aecid-py,aecid,activities,86,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_PARAGUAY_PY.xml"
aecid-rs,aecid,activities,5,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_SERBIA_RS.xml"
aecid-sd,aecid,activities,15,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_SUDAN_SD.xml"
aecid-sn,aecid,activities,60,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_SENEGAL_SN.xml"
aecid-so,aecid,activities,1,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_SOMALIA_SO.xml"
aecid-sr,aecid,activities,1,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_SURINAM_SR.xml"
aecid-ss,aecid,activities,7,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_SUDAN_DEL_SUR_SS.xml"
aecid-st,aecid,activities,4,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_SANTO_TOME_Y_PRINCIPE_ST.xml"
aecid-sv,aecid,activities,89,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_EL_SALVADOR_SV.xml"
aecid-sy,aecid,activities,22,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_SIRIA_SY.xml"
aecid-td,aecid,activities,1,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_CHAD_TD.xml"
aecid-th,aecid,activities,8,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_TAILANDIA_TH.xml"
aecid-tl,aecid,activities,2,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_TIMOR_ORIENTAL_TL.xml"
aecid-tn,aecid,activities,42,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_TUNEZ_TN.xml"
aecid-tr,aecid,activities,11,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_TURQUIA_TR.xml"
aecid-tt,aecid,activities,3,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_TRINIDAD_Y_TOBAGO_TT.xml"
aecid-tz,aecid,activities,10,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_TANZANIA_TZ.xml"
aecid-ua,aecid,activities,18,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_UCRANIA_UA.xml"
aecid-us,aecid,activities,1,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_EEUU_US.xml"
aecid-uy,aecid,activities,8,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_URUGUAY_UY.xml"
aecid-ve,aecid,activities,34,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_VENEZUELA_VE.xml"
aecid-vn,aecid,activities,10,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_VIETNAM_VN.xml"
aecid-ye,aecid,activities,1,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_YEMEN_YE.xml"
aecid-za,aecid,activities,15,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_SUDAFRICA_ZA.xml"
aecid-zw,aecid,activities,9,"http://www.aecid.es/Centro-Documentacion/Documentos/Eficacia%20y%20calidad/IATI/AECID_ZIMBABUE_ZW.xml"
aecom-activities,aecom,activities,64,"https://aidstream.s3.us-west-2.amazonaws.com/xml/aecom-activities.xml"
aeras-activities,aeras,activities,1,"https://aidstream.s3.us-west-2.amazonaws.com/xml/aeras-activities.xml"
aeras-org,aeras,organisations,1,"https://aidstream.s3.us-west-2.amazonaws.com/xml/aeras-org.xml"
aet-activities,aet,activities,3,"https://aidstream.s3.us-west-2.amazonaws.com/xml/aet-activities.xml"
aet-org,aet,organisations,1,"https://aidstream.s3.us-west-2.amazonaws.com/xml/aet-org.xml"
af-14,af,activities,30,"https://raw.githubusercontent.com/IATI/CSV2IATI-public-backup/master/1397049497.46.xml"
afd-am,afd,files,6,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230223-120241/fr-afd-am.xml"
afd-ao,afd,activities,5,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-151350/fr-afd-ao.xml"
afd-ar,afd,activities,8,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-151454/fr-afd-ar.xml"
afd-az,afd,activities,2,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-151557/fr-afd-az.xml"
afdb-algeria,afdb,activities,45,"https://www.afdb.org/sites/default/files/iati/iatialgeriadata.xml"
afdb-angola,afdb,activities,40,"https://www.afdb.org/sites/default/files/iati/iatiangoladata.xml"
afdb-benin,afdb,activities,88,"https://www.afdb.org/sites/default/files/iati/iatibenindata.xml"
afdb-botswana,afdb,activities,50,"https://www.afdb.org/sites/default/files/iati/iatibotswanadata.xml"
afdb-burkinafaso,afdb,activities,104,"https://www.afdb.org/sites/default/files/iati/iatiburkinafasodata.xml"
afdb-burundi,afdb,activities,88,"https://www.afdb.org/sites/default/files/iati/iatiburundidata.xml"
afdb-cameroon,afdb,activities,92,"https://www.afdb.org/sites/default/files/iati/iaticameroondata.xml"
afdb-capeverde,afdb,activities,69,"https://www.afdb.org/sites/default/files/iati/iaticapeverdedata.xml"
afdb-centralafricanrepublic,afdb,activities,59,"https://www.afdb.org/sites/default/files/iati/iaticardata.xml"
afdb-chad,afdb,activities,87,"https://www.afdb.org/sites/default/files/iati/iatichaddata.xml"
afdb-ci,afdb,activities,87,"https://www.afdb.org/sites/default/files/iati/iaticotedivoiredata.xml"
afdb-comoros,afdb,activities,30,"https://www.afdb.org/sites/default/files/iati/iaticomorosdata.xml"
afdb-congo,afdb,activities,41,"https://www.afdb.org/sites/default/files/iati/iaticongodata.xml"
afdb-djibouti,afdb,activities,50,"https://www.afdb.org/sites/default/files/iati/iatidjiboutidata.xml"
afdb-drc,afdb,activities,66,"https://www.afdb.org/sites/default/files/iati/iatidrcdata.xml"
afd-bd,afd,activities,17,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-151659/fr-afd-bd.xml"
afdb-egypt,afdb,activities,91,"https://www.afdb.org/sites/default/files/iati/iatiegyptdata.xml"
afdb-equatorialguinea,afdb,activities,30,"https://www.afdb.org/sites/default/files/iati/iatiequatorialguineadata.xml"
afdb-eritrea,afdb,activities,19,"https://www.afdb.org/sites/default/files/iati/iatieritreadata.xml"
afdb-ethiopia,afdb,activities,111,"https://www.afdb.org/sites/default/files/iati/iatiethiopiadata.xml"
afd-bf,afd,activities,113,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-151803/fr-afd-bf.xml"
afdb-gabon,afdb,activities,55,"https://www.afdb.org/sites/default/files/iati/iatigabondata.xml"
afdb-gambia,afdb,activities,74,"https://www.afdb.org/sites/default/files/iati/iatigambiadata.xml"
afdb-ghana,afdb,activities,102,"https://www.afdb.org/sites/default/files/iati/iatighanadata.xml"
afdb-guineabissau,afdb,activities,54,"https://www.afdb.org/sites/default/files/iati/iatiguineabissaudata.xml"
afdb-guinea,afdb,activities,88,"https://www.afdb.org/sites/default/files/iati/iatiguineadata.xml"
afd-bi,afd,activities,9,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-151906/fr-afd-bi.xml"
afd-bj,afd,activities,77,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-152009/fr-afd-bj.xml"
afdb-kenya,afdb,activities,108,"https://www.afdb.org/sites/default/files/iati/iatikenyadata.xml"
afdb-lesotho,afdb,activities,65,"https://www.afdb.org/sites/default/files/iati/iatilesothodata.xml"
afdb-liberia,afdb,activities,60,"https://www.afdb.org/sites/default/files/iati/iatiliberiadata.xml"
afdb-libya,afdb,activities,6,"https://www.afdb.org/sites/default/files/iati/iatilibyadata.xml"
afdb-madagascar,afdb,activities,113,"https://www.afdb.org/sites/default/files/iati/iatimadagascardata.xml"
afdb-malawi,afdb,activities,116,"https://www.afdb.org/sites/default/files/iati/iatimalawidata.xml"
afdb-mali,afdb,activities,116,"https://www.afdb.org/sites/default/files/iati/iatimalidata.xml"
afdb-mauritania,afdb,activities,75,"https://www.afdb.org/sites/default/files/iati/iatimauritaniadata.xml"
afdb-mauritius,afdb,activities,37,"https://www.afdb.org/sites/default/files/iati/iatimauritiusdata.xml"
afdb-morocco,afdb,activities,170,"https://www.afdb.org/sites/default/files/iati/iatimoroccodata.xml"
afdb-mozambique,afdb,activities,109,"https://www.afdb.org/sites/default/files/iati/iatimozambiquedata.xml"
afdb-multinational,afdb,activities,756,"https://www.afdb.org/sites/default/files/iati/iatimultinationaldata.xml"
afdb-namibia,afdb,activities,36,"https://www.afdb.org/sites/default/files/iati/iatinamibiadata.xml"
afdb-nigeria,afdb,activities,75,"https://www.afdb.org/sites/default/files/iati/iatinigeriadata.xml"
afdb-niger,afdb,activities,85,"https://www.afdb.org/sites/default/files/iati/iatinigerdata.xml"
afdb-nonsovereign,afdb,activities,265,"https://www.afdb.org/sites/default/files/iati/iatinonsovereignprojectsdata.xml"
afdb-org,afdb,organisations,1,"https://www.afdb.org/sites/default/files/iati/iatiorganisationdata.xml"
afd-bo,afd,activities,4,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-152113/fr-afd-bo.xml"
afd-br,afd,activities,14,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-152217/fr-afd-br.xml"
afdb-rwanda,afdb,activities,94,"https://www.afdb.org/sites/default/files/iati/iatirwandadata.xml"
afdb-saotome,afdb,activities,36,"https://www.afdb.org/sites/default/files/iati/iatisaotomeandprincipedata.xml"
afdb-senegal,afdb,activities,116,"https://www.afdb.org/sites/default/files/iati/iatisenegaldata.xml"
afdb-seychelles,afdb,activities,35,"https://www.afdb.org/sites/default/files/iati/iatiseychellesdata.xml"
afdb-sierraleone,afdb,activities,68,"https://www.afdb.org/sites/default/files/iati/iatisierraleonedata.xml"
afdb-somalia,afdb,activities,51,"https://www.afdb.org/sites/default/files/iati/iatisomaliadata.xml"
afdb-southafrica,afdb,activities,17,"https://www.afdb.org/sites/default/files/iati/iatisouthafricadata.xml"
afdb-southsudan,afdb,activities,19,"https://www.afdb.org/sites/default/files/iati/iatisouthsudandata.xml"
afdb-sudan,afdb,activities,55,"https://www.afdb.org/sites/default/files/iati/iatisudandata.xml"
afdb-swaziland,afdb,activities,57,"https://www.afdb.org/sites/default/files/iati/iatiswazilanddata.xml"
afdb-tanzania,afdb,activities,126,"https://www.afdb.org/sites/default/files/iati/iatitanzaniadata.xml"
afdb-togo,afdb,activities,59,"https://www.afdb.org/sites/default/files/iati/iatitogodata.xml"
afdb-tunisia,afdb,activities,163,"https://www.afdb.org/sites/default/files/iati/iatitunisiadata.xml"
afdb-uganda,afdb,activities,110,"https://www.afdb.org/sites/default/files/iati/iatiugandadata.xml"
afdb-zambia,afdb,activities,86,"https://www.afdb.org/sites/default/files/iati/iatizambiadata.xml"
afdb-zimbabwe,afdb,activities,62,"https://www.afdb.org/sites/default/files/iati/iatizimbabwedata.xml"
afd-cd,afd,activities,77,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-152321/fr-afd-cd.xml"
afd-cf,afd,activities,53,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-152424/fr-afd-cf.xml"
afd-cg,afd,activities,39,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-152526/fr-afd-cg.xml"
afd-ci,afd,activities,93,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-152629/fr-afd-ci.xml"
afd-cm,afd,activities,77,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-152734/fr-afd-cm.xml"
afd-cn,afd,activities,28,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-152836/fr-afd-cn.xml"
afd-co,afd,activities,21,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-152938/fr-afd-co.xml"
afd-cu,afd,activities,2,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-153040/fr-afd-cu.xml"
afd-cv,afd,activities,2,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-153144/fr-afd-cv.xml"
afd-dj,afd,activities,37,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-153246/fr-afd-dj.xml"
afd-do,afd,activities,18,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-153348/fr-afd-do.xml"
afd-dz,afd,activities,6,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-153450/fr-afd-dz.xml"
afd-ec,afd,activities,10,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-153552/fr-afd-ec.xml"
afd-eg,afd,activities,51,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-153655/fr-afd-eg.xml"
afd-et,afd,files,41,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20221130-121133/fr-afd-et.xml"
afd-fj,afd,activities,2,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-153847/fr-afd-fj.xml"
afd-ga,afd,activities,4,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-153950/fr-afd-ga.xml"
afd-gd,afd,activities,0,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20211026-173634/fr-afd-gd.xml"
afd-ge,afd,activities,3,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-154052/fr-afd-ge.xml"
afd-gh,afd,activities,29,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-154154/fr-afd-gh.xml"
afd-gm,afd,activities,11,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-154258/fr-afd-gm.xml"
afd-gn,afd,activities,70,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-154402/fr-afd-gn.xml"
afd-gw,afd,activities,4,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-154505/fr-afd-gw.xml"
afd-ht,afd,activities,69,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-154609/fr-afd-ht.xml"
afd-id,afd,activities,13,"https://static.data.gouv.fr/resources/donnees-de-laide-au-developpement-de-lafd-1/20230413-154713/fr-afd-id.xml"
afdi-fr-activity,afdi-fr,files,0,"http://rsr.akvo.org/organisation/5280/iati/"
